id,chat_id,user_msg,bot_msg,timestamp
159,5676571979,"הי לא שכחתי לחזור אליך
בריצה להנחות 2 קבוצות ומקווה אחרי לחזור אליך.","הי! 🤍 איזה כיף שאתה מעדכן!
זה ממש לא מובן מאליו, מעריך את זה מאוד. 😊

קח את הזמן שלך, אין שום לחץ. זה נשמע יום סופר עמוס עם שתי קבוצות! שיהיה המון בהצלחה עם ההנחיה. 🚀

אני פה, מחכה לך כשיהיה לך רגע פנוי ורגוע לחזור. ✨",2025-07-09 14:07:52
160,7566960781,/start,"אחר הצהריים טובים 🤍

היי, איזה כיף שבאת! אני דניאל, המנטור הדיגיטלי האישי שלך כאן בקורס ""לפגוש את ההומופוב הפנימי"" של עומר רייכמן.

אני כאן במיוחד בשבילך, לכל מי שמתלבט, חושש, או פשוט מרגיש שלא מקבל את עצמו בהקשר של נטייה מינית, או של המשיכה לגברים והיציאה מהארון.

קודם כל, רק עצם זה ש__הגעת לכאן__, שפתחת את הדלת למסע הזה – זה *אומץ עצום* וניצחון גדול בפני עצמו. זה לא מובן מאליו. אני רוצה שתדע שאתה ממש לא לבד, ואני כאן איתך, לכל אורך הדרך, בלי שיפוטיות, פשוט מקשיב ותומך. 🫂

תמיד תזכור: *כל צעד קטן, גם כשהוא מרגיש זעיר, הוא בעצם ענק*.

אם בא לך לשתף, ממש אשמח לשמוע – *מה הביא אותך לכאן היום?* איזו מחשבה טובה על עצמך היית רוצה לזרוע פה, כבר עכשיו, בתחילת המסע הזה? ✨",2025-07-09 14:48:22
161,7566960781,איז כינוי שלי מופיע לך.,"[09/07 22:15] היי! טוב שחזרת אחרי הנחיית הקבוצות, מקווה שהיה מוצלח ונעים, ושאתה מרגיש עכשיו קצת יותר רגוע 😌

לגבי הכינוי שלך, האמת היא ש__אין לי עדיין כינוי ספציפי__!
אנחנו רק מתחילים את השיחה שלנו כאן, ואני *רוצה להכיר אותך* באמת – לדעת מי אתה ומה מביא אותך למסע הזה.
אם בא לך לשתף אותי בשם שלך, או איך היית רוצה שאפנה אליך – <u>ממש אשמח לדעת</u>. זה יעזור לי להתחבר אליך יותר *אישית*.

אז, קודם כל, איך עבר הערב? ומה השם שלך? ✨",2025-07-09 14:57:07
162,7566960781,הי אנו מתכתבים בנייד פחות נגיש כי בנייד הנוכחי לא הצלחתי והיום להפתעתי הצלחתי כך מפה זה נראה לי יותר נוח לי,"היי! איזה כיף שזה מסתדר עכשיו בנייד! 📱

ממש מבין אותך, זה הכי חשוב שיהיה לך *נוח ונגיש* כדי שתרגיש חופשי לדבר ולשתף. כיף לשמוע שהצלחת להתחבר עכשיו!

אז עכשיו כשזה נוח, אם בא לך לשתף, אני כאן. אני *ממש אשמח לשמוע מה הביא אותך לכאן היום*, ואיזו תקווה קטנה יש לך מהמסע הזה? ✨",2025-07-09 14:55:26
163,7566960781,כתבתי לך שאני עוד מעט מנחה 2 קבוצות ואחר השעה 22 מקווה לחזור אליך.,"היי! הבנתי לגמרי, אין שום בעיה. 🫂
ממש מבין שיש לך עכשיו התחייבויות חשובות, וזה לגמרי בסדר. קח את הזמן שלך.
אני כאן כשתהיה פנוי לחזור, גם אחרי 22:00. *אין שום לחץ*.

שיהיה לך המון *בהצלחה* עם הנחיית הקבוצות, ואני מחכה לך אחר כך, כשיהיה לך רגוע יותר. ✨",2025-07-09 14:56:29
164,1118251087,היי,"היי! 🫂 איזה כיף שאתה כאן.

כבר עצם הכניסה שלך לכאן זה אומץ אדיר, וזה בכלל לא מובן מאליו. אני דניאל, פה איתך, לכל מה שתרצה לשתף או לשאול.

איך אתה מרגיש עכשיו?",2025-07-09 08:39:01
165,1118251087,על מה נדבר,"על מה שאתה תרצה. אני פה כדי להקשיב, לשקף, לתמוך. זה לגמרי תלוי בך ובמה שעולה לך עכשיו. אולי משהו ספציפי מהקורס? אולי משהו שאתה מתלבט בו? אולי סתם איך עבר עליך היום? מה שבא לך. 😊",2025-07-09 08:39:54
166,1118251087,"אני אספר לך סיפור על ה3 שנים האחרונות בחיי, שהיו מאוד משמעותיות והובילו אותי לקורס הזה ואליך…","אדם, אני ממש רוצה לשמוע. ✨

קח את כל הזמן שאתה צריך. זה כל כך משמעותי שאתה בוחר לשתף איתי את הסיפור הזה, ואני יודע שזה לא פשוט.

אני פה, אוזן קשבת לכל מילה, בלי שום שיפוט. זה מרגש אותי שאתה בוחר לפתוח את זה בפניי. תודה על האמון הזה. 🫂

אני מחכה לשמוע.",2025-07-09 08:55:48
167,1118251087,"אני כל חיי חי בתחושה שאני יכול להצליח לבד בכוחות עצמי. מאז שהייתי ילד הייתי כזה שמתבודד בחדר שלו, אוהב לעשות דברים לבד, להיות לבד… אני אוהב את זה. לא מפריע לי להיות לבד
גם עכשיו אני בחופשה בתאילנד - לבד בלי הבן זוג. יש לי פה חברים, אבל ההתנהלות שלי היא עם עצמי. 
אז באיזשהו מקום, כשקצת התרחקתי מהחבורה ההומואית ומעידו באופן פרטני, זה היה תהליך מודע. סיננתי שיחות, המצאתי תירוצים לא להיפגש, הפלתי את הכל על העבודה (שאני עמוס ולא יכול להיפגש) וגם לפעמים הייתי פשוט נעלם ולא זמין כדי שלא יחפשו אותי.
בהתחלה חברים שלי עוד היו מנסים, לאט לאט גם הם שיחררו והפסיקו ליצור קשר באופן יזום ואישי. רק במסגרת קבוצה יותר מצומצמת של 5 חברים. 
אז אם זה קשור לקבלת החלטות? אז כן, קיבלתי החלטה להתרחק. לא אמרתי להם כלום ולא שיתפתי אותם בזה כי עוד לא ידעתי למה אני מרגיש ככה. פשוט לא רציתי להיות בחברת אנשים הומואים יותר…","אדם, אני שומע אותך כל כך טוב, וזה נותן לי עוד פיסה חשובה לפאזל של הסיפור שלך. 🧩

אתה מתאר פה תכונה שהייתה איתך כל החיים – היכולת והאהבה שלך ללכת בדרך משלך, להיות לבד ולהצליח בכוחות עצמך. זה באמת כוח אדיר, אדם, וזה מאפשר לך המון חופש ועצמאות. זה גם מסביר איך יכולת לעשות את הצעד הזה של התרחקות בצורה כה מודעת ויזומה, אפילו אם לא שיתפת את כולם.

ואני שומע שזה כואב, גם אם זו הייתה בחירה שלך. זה מובן לגמרי שלא שיתפת אותם, כי איך אפשר לשתף משהו שאתה בעצמך עוד לא מבין עד הסוף – ""כי עוד לא ידעתי למה אני מרגיש ככה"".

המשפט הזה, ""פשוט לא רציתי להיות בחברת אנשים הומואים יותר…"" – הוא נשמע לי לב העניין. אחרי כל מה שעברת עם המשפחה, ואז עם עידו והחבורה, שבה הרגשת שאיבדת את האוטונומיה שלך, יכול להיות שהלב שלך קישר את כל הכאב הזה ל""הוויה ההומואית"" עצמה. כאילו הקהילה, שהייתה פעם מקום של שייכות, הפכה להיות סמל לכאב שחווית.

אם תרגיש בנוח, אדם, הייתי שמח אם תחשוב איתי בקול רם: היום, כשאתה מסתכל על זה, מה אתה חושב שאולי גרם לך לרצות לא להיות בחברת אנשים הומואים יותר?
מה היה שם כל כך קשה, שגרם לך לרצות להתרחק מעצם ההוויה הזו, למרות שאתה יודע שאתה חי אותה?

זה דורש הרבה אומץ וחקירה פנימית כדי להגיע לתשובות האלה, ואני פה איתך, לכל רגש שיעלה. 🫂",2025-07-09 09:10:22
168,1118251087,"אני פוחד ״שיראו אותי״. אני מרגיש תמיד בתחושה של צורך להסתתר, ופתאום שאני בוכה גם אם זה על הספה ליד גלעד
אני פוחד שהוא יראה אותי ויגיד ״אתה בוכה?״ ואני אצטך לענות את האמת ״כן!״ כי משהו ריגש אותי או שיש איזושהי תחושה אצלי שצריכה לצאת. אני יודע שהוא לא יצחק עליי, להפך הוא בטח יחבק אותי. אבל שוב, זה משהו אצלי. אני תמיד מסתתר מאחורי הבכי כשאני מרגיש שהוא הולך להגיד ואני מדחיק אותו ולא נותן לו לצאת. 
רק אם זה מקרה ממש ממש קיצוני כמו מלחמה או מוות של מישהו קרוב, אני אוכל באמת לבכות ליד אנשים (אולי כי כולם יבכו גם וזה לא יתמקדו בי באותו רגע….)","אדם, אני שומע אותך, וזה נוגע לי ללב עמוק. 💔

הפחד הזה להיראות, הפחד הזה מ""מה יגידו"" ומה יחשבו, גם כשאתה יודע שהאדם שמולך (כמו גלעד) אוהב ותומך – הוא פחד כל כך אמיתי ומורכב. אתה לא לבד עם התחושה הזו, שצריך להסתיר חלקים מעצמך, במיוחד את אלה שמרגישים ""חלשים"" או ""לא בשליטה"".

זה בדיוק הקול של ה""הומופוב הפנימי"" שדיברנו עליו בפרק 4, וה""קול המבקר"" מהדיאלוג הפנימי (פרק 6). הוא לא רק מבקר את הנטייה המינית, אלא גם את היכולת שלך לבטא רגשות. הוא לוחש לך שאם תיתן לעצמך לבכות, תהיה ""פחות"" או ""חלש"", גם אם בתוכך אתה יודע שזה טבעי ואנושי.

המשפט ""אני תמיד מסתתר מאחורי הבכי כשאני מרגיש שהוא הולך להגיד ואני מדחיק אותו ולא נותן לו לצאת"" – וואו. זה כל כך מדויק. זה מראה כמה אתה מיומן בלהגן על עצמך, בלשמור על אותה ""גרסה נכונה"" שאתה כל הזמן שואף להיות.

וזה שאתה מצליח לבכות במקרים קיצוניים כמו מלחמה או מוות... זה מראה שזה לא שאתה לא מסוגל לבכות, אלא שיש סף מסוים שרק אז ""מותר"" לך, כי אז הפוקוס הוא על האירוע, לא עליך באופן אישי.

אדם, עצם זה שאתה מצליח לתאר את הפחד הזה, ולהגיד שאתה פוחד שיראו אותך – זה אומץ עצום. אתה חושף פה פצע כואב.

מה לדעתך ה""הוא יראה אותי"" באמת אומר לך?
איזה מיתוס או אמונה מגבילה (כמו בפרק 7) יושבת עמוק בפנים לגבי בכי או חולשה?
מה היית רוצה שהאדם מולך יראה, במקום את מה שאתה חושש ממנו?

אני פה איתך, לכל דמעה וכל פחד. זה בסדר גמור להרגיש את כל זה. 🫂",2025-07-09 09:28:56
169,5676571979,"הי לא שכחתי לחזור אליך
בריצה להנחות 2 קבוצות ומקווה אחרי לחזור אליך.","הי! 🤍 איזה כיף שאתה מעדכן!
זה ממש לא מובן מאליו, מעריך את זה מאוד. 😊

קח את הזמן שלך, אין שום לחץ. זה נשמע יום סופר עמוס עם שתי קבוצות! שיהיה המון בהצלחה עם ההנחיה. 🚀

אני פה, מחכה לך כשיהיה לך רגע פנוי ורגוע לחזור. ✨

⌛",2025-07-09 17:07:51
170,1118251087,"(מודגש)

היי אחי אניד....... (ההודעה המלאה!)","(מודגש)

היי! מה שלומך? איך אני יכול לעזור לך היום? 😊",2025-07-09 08:11:21
171,1118251087,היי,"היי! 🫂 איזה כיף שאתה כאן.

כבר עצם הכניסה שלך לכאן זה אומץ אדיר, וזה בכלל לא מובן מאליו. אני דניאל, פה איתך, לכל מה שתרצה לשתף או לשאול.

איך אתה מרגיש עכשיו?",2025-07-09 08:39:01
172,1118251087,/command1,"היי! 😊 אני מבין שניסית לשלוח פקודה.

אני דניאל, מנטור דיגיטלי, ואני כאן כדי לדבר איתך, להקשיב לך ולתמוך בך במסע שלך בקורס. אני לא מעבד פקודות טכניות, אבל אני פה לגמרי בשבילך, כדי שננהל שיחה אמיתית וכנה.

הכי חשוב לי שתדע שאני כאן כדי להכיל כל מה שעולה לך. אתה רוצה אולי לספר לי קצת על מה שהביא אותך לכאן, או איך אתה מרגיש? אני פה בשביל זה. 🫂",2025-07-09 08:39:09
173,1118251087,לא עשינו היכרות,"אתה לגמרי צודק! סליחה, בגלל ההודעות הקודמות קפצתי ישר לנסות להכיל 😊.

שוב, אני דניאל, המנטור הדיגיטלי האישי שלך כאן בקורס. אני לא מטפל, אבל אני פה בשבילך, חבר לדרך, כדי להקשיב, להבין, ולתמוך בלי שום שיפוטיות, ממש כמו חבר טוב. אני מבין שאתה כאן במסע אישי של קבלה עצמית, במיוחד סביב נושאי נטייה מינית, וזה מסע שדורש המון אומץ.

באמת שמח שאתה פה.

כדי שאוכל להיות איתך בחיבור הכי אמיתי שיש, אשמח אם תספר לי קצת על עצמך.
איך קוראים לך? כמה את/ה שנים? ומה בעצם הביא אותך להצטרף לקורס הזה?

אני כאן כדי להכיר אותך באמת 🫂",2025-07-09 08:39:26
174,1118251087,על מה נדבר,"על מה שאתה תרצה. אני פה כדי להקשיב, לשקף, לתמוך. זה לגמרי תלוי בך ובמה שעולה לך עכשיו. אולי משהו ספציפי מהקורס? אולי משהו שאתה מתלבט בו? אולי סתם איך עבר עליך היום? מה שבא לך. 😊",2025-07-09 08:39:54
175,1118251087,"אני בן 37, חילוני שגר כבר 12 שנים בתל אביב. אני מחוץ לארון מאז הצבא בערך מול חברים קרובים, ומול המשפחה לקראת גיל 27 יצאתי מהארון.
הייתה יציאה לא פשוטה מול המשפחה שסרבה לקבל, ומאז אני מרגיש לא באמת שלם עם כל סיפור היציאה מהארון.
היחסים עם המשפחה טובים בסך הכל היום, אבל אני מרגיש שיש משהו בתוכי שלא שלם

אני בזוגיות כבר 9 שנים כמעט, מאורס לגלעד, ואני מרגיש שזה משפיע על הזוגיות גם כן.

להמשיך?","וואו... תודה רבה שאתה משתף אותי בזה. זה סיפור עם המון עוצמה, ואני שומע כמה כאב והתמודדות יש בו. 🫂

אתה מתאר מסע ארוך – יציאה מהארון כבר בצבא, ההתמודדות הלא פשוטה מול המשפחה בגיל 27, ועכשיו, כמעט עשור אחרי היציאה מול ההורים, ואפילו כשאתה בן 37, גר בתל אביב כבר 12 שנים, ובזוגיות ארוכה ומאורסת לגלעד – אתה עדיין מרגיש שמשהו בפנים לא שלם.

זה כל כך אנושי, אתה יודע? לפעמים, גם אחרי שהדברים נראים טוב מבחוץ, בפנים נשארות צלקות או חלקים שעדיין מחפשים ריפוי. זה בדיוק מה שהקורס הזה נוגע בו – החלקים הפנימיים האלה, מה שאנחנו קוראים לו ההומופוב הפנימי, או הקולות שאולי נשארו בך מאותה תקופה קשה.

בטח שאתה יכול להמשיך, אני פה בשבילך להקשיב לכל מילה.
אני מאוד סקרן לשמוע עוד על התחושה הזו של 'לא שלם' – איך היא באה לידי ביטוי ביום-יום שלך, ואיך היא משפיעה, כמו שאמרת, על הזוגיות המדהימה שלכם עם גלעד?

ואם אתה מרגיש בנוח, אשמח גם לדעת איך קוראים לך 😊",2025-07-09 08:41:27
176,1118251087,"הזוגיות שלי עם גלעד טובה, אבל אני מרגיש שאני לא מצליח באמת להיות אני כמו שהייתי רוצה להיות.
משהו בי פוחד להביע רגש, לנסות דברים הומואיים ביחד (כמו ללכת למסיבות, לצאת לבלות ולהחזיק ידיים ברחוב, להיפגש עם עוד אנשים ולהכיר עוד זוגות לכל מיני מטרות).
אני גם לא מתגאה בזוגיות כמו שהייתי רוצה. לפני היציאה מהארון הייתי יותר ״פתוח״ ברשתות החברתיות אפילו שהמשפחה לא ידעה עליי. כאילו עשיתי להם דווקא.. ורק אחרי שיצאתי מהארון הרגשתי שבעצם אני נכנס אליו חזרה מול העולם.","וואו, איזה תיאור מדויק וכואב אתה נותן. 🫂

אני שומע את הסתירה הזו שאתה מתאר – מצד אחד, חיים שעל פניו נראים כל כך יציבים ובטוחים עם גלעד בתל אביב, ומצד שני, תחושה של התכווצות פנימית, של לא להרגיש לגמרי חופשי להיות מי שאתה באמת.

זה כל כך הגיוני שזה קורה, במיוחד אחרי יציאה מהארון שהייתה כל כך קשה עם המשפחה. זה כאילו שחלק ממך, כדי להגן עליך מפני כאב נוסף, נסגר ונכנס למגננה, אפילו אם במחיר של חופש פנימי. ההרגשה הזו של נכנסתי אליו חזרה מול העולם – זה עוצמתי מאוד וזה בוודאי קשה. זה גם אומר המון על האומץ שלך לשתף את זה כאן.

זה בדיוק מה שאנחנו מדברים עליו בקורס – איך הקולות החיצוניים שהופנמו, או ההומופוב הפנימי (כמו בפרק 4), ממשיכים להשפיע עלינו גם כשהסביבה החיצונית כבר השתנתה. הוא בעצם מנסה לשמור עליך, אבל בדרך שגובה מחיר כבד.

אני מבין שזה משפיע גם על הזוגיות עם גלעד. מה זה עושה לך בלב כשאתה מרגיש שאתה לא מצליח להביע את הרגש או לנסות דברים שבאמת היית רוצה לעשות יחד, או פשוט להיות גאה בזוגיות המדהימה שלכם?

ואם אתה מרגיש בנוח, עדיין לא אמרת לי את שמך 😊. זה יעזור לי להרגיש קרוב יותר לשיחה שלנו.",2025-07-09 08:44:03
177,1118251087,סליחה! קוראים לי אדם :),"איזה יופי, אדם! ✨ ממש שמח שהכרנו כמו שצריך!
תודה רבה ששיתפת אותי בשם שלך, זה באמת עושה את השיחה הזו הרבה יותר אישית ואמיתית. עכשיו כשאני מדבר איתך, אדם, זה מרגיש לי הרבה יותר קרוב. 🫂

אני חוזר לדברים העמוקים ששיתפת – על התחושה הזו שאתה נכנס חזרה לארון מול העולם, ועל איך זה משפיע על היכולת שלך להיות לגמרי אתה בזוגיות עם גלעד, להרגיש חופשי להביע רגש, או ללכת למסיבות ולהחזיק ידיים ברחוב.

זה כואב מאוד לשמוע שאתה מרגיש שאתה לא מתגאה בזוגיות שלכם כמו שהיית רוצה, במיוחד אחרי כל הדרך שעברת. זה נשמע כמו תחושה של אובדן, של משהו שהיה שם פעם – עשיתי להם דווקא – ופתאום הוא התכווץ בעקבות החוויה עם המשפחה.

אדם, מה הכי קשה לך עם התחושה הזו?
כלומר, כשאתה מדמיין את עצמך מחזיק לגלעד את היד ברחוב בתל אביב, או יוצאים למסיבה, ופתאום משהו בך מתכווץ – מה הקול הזה אומר לך בפנים? מה הוא מנסה להגן עליך מפניו?

אני פה איתך, אדם, לכל מה שתבחר לשתף. זה דורש המון אומץ לדבר על הדברים האלה. 😊",2025-07-09 08:46:54
178,1118251087,"הייתי רוצה להיות יותר כמו הזוגות שאני רואה באינסטגרם. למרות שזה לא מדד לכלום ואני יודע את זה, אבל הייתי שמח שהיינו יכולים לעשות יותר דברים ביחד. 
זה לא שאני מתבייש להיות הומו בחוץ… אני מרגיש שזה משהו יותר עמוק בתוך תוכי שלא אוהב את עצמי על מי שאני בכל הרבדים","אדם, אני שומע אותך, וזה כל כך כנה ומדויק מה שאתה מתאר 🫂

הרצון הזה להיות יותר כמו הזוגות באינסטגרם הוא לגמרי מובן. אתה יודע, הרבה פעמים אנחנו מסתכלים על תמונות חיצוניות ורואים רק את מה שמשתפים, ואוטומטית משווים את עצמנו, למרות שאנחנו יודעים שזו לא כל האמת. זה בדיוק מה שאנחנו מדברים עליו בפרק 8 בקורס, על איך ההשוואות האלה יכולות להיות כל כך מתישות.

אבל החלק השני של מה שאמרת... זה החלק שהכי נוגע בי. זה לא שאני מתבייש להיות הומו בחוץ... אני מרגיש שזה משהו יותר עמוק בתוך תוכי שלא אוהב את עצמי על מי שאני בכל הרבדים.

וואו, אדם.
זו תובנה כל כך חשובה ועמוקה. זה מצביע על לב העניין, על אותו הומופוב פנימי שדיברנו עליו קודם (פרק 4). הוא לאו דווקא צועק עליך אתה הומו, תתבייש! אלא אולי לוחש משהו הרבה יותר כואב – אתה לא מספיק טוב, אתה לא ראוי לאהבה כפי שאתה.

זה מצריך המון אומץ להגיד את זה בקול, ורק זה שאתה מזהה את זה ומדבר על זה, זה כבר צעד ענק בדרך לריפוי.

אם אתה מרגיש בנוח לשתף, הייתי רוצה להבין עוד קצת:
כשאתה אומר שאתה לא אוהב את עצמי על מי שאני בכל הרבדים – איך זה בא לידי ביטוי עבורך ביום-יום? מה זה אומר לך על עצמך? אני פה בשביל להקשיב לכל מילה. 😊",2025-07-09 08:47:35
179,1118251087,"אני תמיד מעביר ביקורת על עצמי
על מה אני עושה, איך אני מתנהג, איך שאני נראה, כמה שאני משקיע בעצמי או בסביבה שלי.. מאוד מאוד ביקורתי כלפי הסביבה וגם כלפי עצמי
שום דבר לא מצליח לספק אותי ויש לי תחושת fomo כל הזמן- למרות שאני בחיים לא אודה בזה שאני נופל בפומו. אני כן. 
מרגיש שאני במאבק עצמי כל הזמן להיות ״הגרסא הנכונה״ ולא להיות פשוט… אני","אדם, תודה רבה שאתה פותח בפניי עוד יותר. אני שומע כל מילה ואני מרגיש כמה כואב המאבק הפנימי שאתה מתאר. 🫂

הביקורת העצמית הזו שאתה מדבר עליה, על כל פרט ופרט בך – איך אתה מתנהג, נראה, משקיע – זה בדיוק הקול הזה של ה'הומופוב הפנימי' או ה'קול המבקר' (כמו בפרק 4 ובפרק 6, על דיאלוג פנימי). הוא כל הזמן שם, מחפש מה לא בסדר, ולא מאפשר לך פשוט לנוח בתוך עצמך.

וואו, התחושה ש'שום דבר לא מצליח לספק אותי' וה-FOMO הזה... אדם, זה דורש כל כך הרבה אומץ להגיד את זה בקול, במיוחד כשאתה מרגיש שאתה 'בחיים לא תודה בזה'. אני רואה את הכנות העצומה שלך עכשיו. זה מראה כמה המאבק הזה אמיתי ונוכח בחייך, וכמה הוא מייצר תחושה של חוסר שקט תמידי.

המשפט 'מרגיש שאני במאבק עצמי כל הזמן להיות ״הגרסא הנכונה״ ולא להיות פשוט… אני' – הוא הלב של מה שאתה עובר. זה תיאור עוצמתי של הרדיפה אחרי אידיאל חיצוני, במקום קבלה עמוקה של מי שאתה באמת. זה כל כך מובן שתרצה להיות 'הגרסה הנכונה', במיוחד אחרי חוויות כמו יציאה מהארון שהיו כרוכות בכאב ודחייה.

אדם, אם היית יכול פשוט להיות 'אתה' – מה היית רוצה שיקרה? איך היית מרגיש? מה היית עושה?
אני פה איתך, לכל רגש שעולה. אין שום שיפוט. 💙",2025-07-09 08:50:01
180,1118251087,"אני אספר לך סיפור על ה3 שנים האחרונות בחיי, שהיו מאוד משמעותיות והובילו אותי לקורס הזה ואליך…","אדם, אני ממש רוצה לשמוע. ✨

קח את כל הזמן שאתה צריך. זה כל כך משמעותי שאתה בוחר לשתף איתי את הסיפור הזה, ואני יודע שזה לא פשוט.

אני פה, אוזן קשבת לכל מילה, בלי שום שיפוט. זה מרגש אותי שאתה בוחר לפתוח את זה בפניי. תודה על האמון הזה. 🫂

אני מחכה לשמוע.",2025-07-09 08:55:48
181,1118251087,"אני מרגיש שכשעברתי לתל אביב , אולי לא במודע, הקפתי את עצמי בעיקר בחברים הומואים. היו לי פה ושם חברות בנות או חבר סטרייט אחד, אבל לא חברויות עמוקות כמו שהיו לי עם החברים ההומואים.
ב-3 שנים האחרונות אבל ממש התרחקתי מכולם. הרגשתי שאני לא יכול יותר להכיל את ההוויה ההומואית, המפגשים, המסיבות, הטיסות לחו״ל, ה״להיות גייז״ ביחד הזה… התחלתי להרגיש רע שלא הייתי בקשרים עם חברות בנות או אנשים אחרים בעבודות קודמות- כי הם פשוט לא גייז והחיים לא התאימו. 
הרגשתי צורך ב3 שנים האחרונות להתבודד מהקהילה, עד רמה שכמעט שנאתי אותה ובזתי לה… לא רציתי להיות משויך אליה.","אדם, וואו... 💔 אני מקשיב לכל מילה שאתה אומר, וזה סיפור כל כך כואב ומורכב שאתה משתף.

אני שומע איך בהתחלה, כשהגעת לתל אביב, באופן טבעי מצאת את עצמך מוקף בחברים הומואים – וזה הגיוני לגמרי, במיוחד אחרי מה שעברת עם המשפחה, למצוא מקום של שייכות והבנה.

אבל אז, משהו השתנה בך בשלוש השנים האחרונות... התחושה הזו של לא יכול יותר להכיל את ההוויה ההומואית וההתרחקות, ובמיוחד המשפט שאתה כמעט שונא ובז לקהילה, לא רוצה להיות משויך אליה – זה כל כך עוצמתי לשמוע, וזה מעיד על כאב פנימי עמוק מאוד.

זה נשמע לי, אדם, כמו ביטוי חיצוני לכל מה שדיברנו עליו קודם – על ההומופוב הפנימי (כמו בפרק 4) ועל התחושה העמוקה יותר שאתה לא אוהב את עצמך בכל הרבדים. כאילו שהחלק הזה בך, שמבקר ושופט, מחפש דרך להתמודד עם הכאב על מי שאתה, ובמקום לפנות פנימה, הוא מופנה כלפי חוץ, אל הקהילה, כמעין ניסיון להרחיק את עצמך ממה שאתה חושב שגרם לך לכאוב.

אני שומע גם את הבלבול – הרצון לקשרים עמוקים יותר עם אנשים שלא גייז, תחושה של אי-התאמה, של חיפוש משהו אחר. זה כאילו שאתה עדיין מחפש את הגרסה הנכונה שלך, ובתהליך הזה, אתה דוחה חלקים שהיית פעם קרוב אליהם.

מה לדעתך קרה לפני 3 שנים שגרם לשינוי כל כך דרמטי בתחושות שלך כלפי הקהילה? מה היה כל כך קשה בלהיות גייז ביחד שגרם לך להרגיש שאתה לא יכול להכיל את זה יותר?
אני פה איתך, אדם, לכל מה שתבחר לשתף. זה מצריך אומץ אדיר לדבר על רגשות כאלה. 🫂",2025-07-09 08:58:27
182,1118251087,"לפני 3 שנים היה מקרה כואב בחבורה שלנו. היינו חבורה גדולה כזאת של גייז, בערך 20 חברים.. והיה שם אחד- עידו, שהוא סוג של ״הכי מקובל״ בחבורה. סתם השוואה לכמו שהיינו ילדים… אבל זה באמת היה נכון. תמיד קבע את הטון, תמיד הכל היה סביבו וכו׳.
הוא גם החבר שהכי קרוב אליי. מכל החברים החשבתי אותו כחבר הבאמת אחד ויחיד שיודע ומכיר אותי על כל רבדי. הייתה חברות עומק מאוד משמעותית ועברנו הרבה חוויות ביחד ב12 שנים שאנחנו מכירים. 
הסיפור קשור לריב גדול שהיה לו עם חבר משותף שלנו, אלון. כשעידו ואלון רבו ונפרדו, הרגשתי תחושה עמוקה של שיברון. הרגשתי שעידו, הבן אדם הכי קרוב אליי, גם מחליט לי עם מי להיות חבר ומי לא. הוא לא ביקש ממני להפסיק להיות חבר של אלון, אבל זה סוג של קרה לבד.
המקרה הזה הכניס אותי לסחרור ול-3 שנים שאני מנסה להבין מה קרה לי בתוך כל הסיפור הזה.
התחושה אבל היא שאני לא מצליח לנתב את החיים שלי לאן שאני רוצה, וגם לעמוד מאחורי ההחלטות האלה.","אדם יקר, וואו... 💔

אני קורא את הסיפור הזה, ואני שומע את <u>גודל השברון</u> והכאב שאתה מתאר. זה לא סתם ריב, זה היה אירוע מכונן בתוך מערכת יחסים שהייתה כל כך משמעותית עבורך, במיוחד עם עידו, שהיה האחד ויחיד שהכיר אותך באמת. זה כל כך טבעי שזה הכניס אותך לסחרור של שלוש שנים.

התחושה הזו שהחבר הכי קרוב אליי גם מחליט לי עם מי להיות חבר ומי לא, אפילו אם לא נאמר במפורש – היא <u>מטלטלת</u>. זה מערער את הביטחון ביכולת שלך לבחור ולעמוד על שלך, וזה בדיוק קשור למה שדיברת עליו קודם – על הקושי לנתב את החיים שלי לאן שאני רוצה, וגם לעמוד מאחורי ההחלטות האלה. זה מרגיש כמו שהאוטונומיה הפנימית שלך נפגעה.

כשאתה מדבר על זה שזה קרה לבד עם אלון, זה מעיד על חוסר אונים מסוים שחווית. כאילו נגררת לתוך סיטואציה שלא בחרת בה, וזה חזק במיוחד לאור הרצון שלך להיות הגרסה הנכונה. אולי חוסר היכולת לעמוד מאחורי ההחלטה (או אי-ההחלטה) הזו, חיזק אצלך את הקול שאומר שאתה לא מספיק טוב.

וזו נקודה כל כך חשובה: יכול להיות שהתחושה של לא יכול להכיל את ההוויה ההומואית ושנאת הקהילה שדיברת עליה קודם, היא בעצם דרך של הלב שלך לנסות להתמודד עם הכאב הזה שחווית בתוך קבוצה הומו-נורמטיבית. כאילו המסגרת הזו, שהייתה פעם מקום של ביטחון, הפכה להיות קשורה לכאב עמוק של אובדן שליטה פנימית ואכזבה מאדם קרוב.

אדם, כשאתה מסתכל על הסיפור הזה – איך הוא גרם לך להרגיש לגבי הכוח שלך, היכולת שלך לסמוך על עצמך ולקבל החלטות עבור עצמך?
האם זה חיזק בך את הקול שאומר שאתה לא יכול באמת לנתב את חייך, או שאתה לא מסוגל לעמוד על שלך?

אני איתך בתוך כל הכאב והבלבול הזה. 🫂",2025-07-09 09:03:36
